country,region_rank,region,region_maori,district,locality
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Poroporo Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Potiki Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Poukoura Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Princes Islands
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Pukanui Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Pukenui
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Puketi Forest
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Puketu Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Pukewharariki
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Pumanawa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Punakitere Valley
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Punawai Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Pungapunga Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Putahataha Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Putakokota Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Putataua Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Puwai Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Raetea Forest
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Rahomaunu Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Rahui Islands
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Rahui Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Rangaunu Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Rangaunu Harbour
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Rangiatea Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Rangihoua Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Rauporoa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Rawene
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Rawhiti
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Rewa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Rocky Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Round Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ruakawa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ruapapaka Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Ruapekapeka Forest
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Kororāreka
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Sandy Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Scheigis Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Shark Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Shark Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Sibson Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Simmonds Islands
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Snipe Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Stephenson Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Stockyard Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Taemaro Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tahapuke Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Taheke
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tāhuahua-Paopao-Karoro Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Taiaue Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Taiharuru Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Taipa
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Taipa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Taiwawe Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Takahue
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Takapaukura AKA Tom Bowling Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Takaroto Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Takerau Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tākou Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tangaihe Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tangihana Shell Bank
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tangitiki Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tangitu Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tapatu Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tapotupotu Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tapuaetahi Bay AKA Boat Harbour
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Taraere Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Taranaki Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Taratimi Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Taronui Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Taungawaka Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Taupata Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Taupiri Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Taupiri Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Taupō Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Taurere Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tautoro
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tauwhara Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tawatawa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tawiriwiri Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Taylor Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Angamate Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Ao Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Hakono Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Hāpua
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Haumi Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Hue Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Huka Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Huruhi Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Ikaamaru Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Ikaarongamai Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Kaio Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Kao
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Kao Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Kapoai Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Karaka Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Karo Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Karo Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Kiakia Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Kirikiri Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Kōhanga / Shipwreck Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Korowhiti Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Koru Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Mata Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Miko Reef
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Mimiha Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Motu Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Oneroa
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Pahi Islands
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Puna Inlet
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Rangiharu Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Rawhiti Inlet
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Reinga Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Rere Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Ruruku Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Ti Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Ti Mangonui
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Toi Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Uenga Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Waha Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Wahapu Inlet
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Waiawa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Whanga Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Te Wi Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Teahimate Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tekura Rocks
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Terakautuhaka Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,The Twins (Motumanga)
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tīheru Island AKA The Dog
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tikitiki Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tīrau Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tokaiti Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tokakahakaha Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tokananohia Reef AKA True Love Reef
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tokaroa
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tokaroa Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tokatarea Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tokopapa Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tokoroa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tokoroa Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tōrea Rocks
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Toretore Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Totara
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Touwai Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Towai
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tumu Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tupari Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tupou Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tuputupungahau Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Turitea Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tūtaepāwhati Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Tuturuowae
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Umawera
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Umuheke Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Urupukapuka Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Urupukapuka Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Uruti Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waewaetorea Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waiaka Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waiatapaua Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waiaua Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waihapa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waiharara
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waiharehare Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waihi Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waihihi Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waihihi Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waihuakina Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waiiti Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waikahoa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waikare
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waikare Inlet
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waikino Forest
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waimā
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waima Forest
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waimahana Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waimama Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waimamaku
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waimatai
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waimate
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Wainui Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waioioi Reef
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waiomio
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waipao Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waipapa
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waipapakauri
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waipiro Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waipohutukawa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waipoua
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waipoua Forest
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waipoua Forest
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Wairaka Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Wairanaki Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Wairere Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Wairoa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waitaia Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waitangi
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waitaniwha Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waitapu Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waitata Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waitepipī Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waitete Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waiti Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waiwhapuku Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waiwiri Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Waiwiri Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Wakatehāua Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Warawara Forest
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Wekarua Island AKA Sugar Loaf
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Whakamoa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Whakapae Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Whakapoku Reef
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Whale Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Whale Rock
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Whangaihe Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Whangapē Harbour
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Whangarino Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Whangaroa
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Whangaroa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Whangaroa Harbour
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Whangatupere Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Whaorei Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Whapukapirau Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Wharehou Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Wharekohu Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Wharengaere Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Whatupuke Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Whatupukeiti Island
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Whau Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Whiorau Bay
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Whirinaki
Aotearoa,1,Northland,Te Tai Tokerau,Far North,Whituare Bay
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Aranga
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Arapohue
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Ararua
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Aratapu
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Awakino Point
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Baylys Beach
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Brynderwyn
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Dargaville
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Donnellys Crossing
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Hakaru
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Hoanga
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Houto Forest
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Kaihu
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Kaihu Forest
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Kaipara Harbour
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Kaiwaka
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Kaiwhitu Island
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Mahuta
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Mamaranui
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Mangawhai
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Mangawhai Harbour
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Mangawhai Heads
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Mareretu
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Marlborough Forest
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Matakohe
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Maungaturoto
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Motuouhi Island
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Moturoa Island
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Omamari
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Omana
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Oruawharo
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Pahi
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Pahi Bay
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Paparoa
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Parore
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Pouto
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Pukehuia
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Pupuia Island
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Ruawai
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Taipuha
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Tangihua Forest
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Tangiteroria
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Tangowahine
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Te Kōpuru
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Tinopai
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Titipu Island
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Topuni
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Turiwiri
Aotearoa,1,Northland,Te Tai Tokerau,Kaipara,Whakapirau
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Abbey Caves
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Admirals Bay
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Aorangaia Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Aorangi Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Araara Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Archway Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Avenues
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Black Rocks
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Bland Bay
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Bland Rocks
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Calliope Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Church Bay
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Coppermine Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Four Islets
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Glenbervie
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Glenbervie Forest
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Guano Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Helena Bay
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Hen and Chickens Islands
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,High Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Hikurangi
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Horahora
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Ipurau Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Jacksons Bay
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Kaka Rock
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Kauri
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Kauri Bay
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Kensington
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Kiripaka
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Kokopu
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Komakoraia Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Kowharewa Bay
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Kuihi Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Kukutauwhao Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Lady Alice Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Langs Beach
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Limestone Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Little Munroe Bay
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Mangapai
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Marotere Islands
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Marsden Bay
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Marsden Point
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Mata
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Matapouri
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Matarau
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Mauitaha Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Maungakaramea
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Maungatapere
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Maunu
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,McGregors Bay
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,McKenzie Bay
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,McLeod Bay
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,McQuarie Bay
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Moanarua Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Mohei Bay
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Mōkau
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Morningside
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Motu Kapiti Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Motuhi Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Motukaroro Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Motukauri Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Motukēhua Island / Nops Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Motukiore Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Motukowhai Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Motungangara Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Moturahurahu Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Moturaka Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Moturoa Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Motutaniwha Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Motutara Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Motutara Island / Henry Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Motuti Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Motutohe Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Munro Bay
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Muriwhenua Island
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Ngararatunua
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Ngunguru
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Nukutawhiti
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Oakleigh
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Ōakura
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Ōakura Bay
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Ohawini Bay
Aotearoa,1,Northland,Te Tai Tokerau,Whangarei,Okupe Island
